difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
BEGINNER,8795,8043,752,91.44968732234224,281.24826899166976,15065,1.6446599527539476,2503981.7994,
