difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
EXPERT,408,94,314,23.03921568627451,378.6486914148936,1543,3.095744680851064,113054.977346,
