difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
BEGINNER,8819,6418,2401,72.7746910080508,0.43719276488002495,22714,2.268619507634777,3178.65876,
INTERMEDIATE,8421,3330,5091,39.54399714998218,5.535013801801802,33492,3.5537537537537536,28766.809598,
EXPERT,7972,88,7884,1.1038635223281485,23.44724728409091,43252,8.272727272727273,28142.656169,
