difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
BEGINNER,8814,7922,892,89.87973678239165,998.7954879587226,15265,1.6281242110578136,8357928.05241,
