difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms)
EXPERT,7930,1949,5981,24.57755359,1634.43215,32342,3.700359159,3.78E+06
