difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
BEGINNER,8820,7921,899,89.80725623582767,111.61648619883853,15240,1.6261835626814796,1008058.173946,
