difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
INTERMEDIATE,417,312,105,74.82014388489209,1578.130518596154,939,2.0448717948717947,681262.94735,
