difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
BEGINNER,10000,8128,1872,81.28,1358.1273604822834,23544,2.1818405511811023,1.29739304128E7,
