difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
INTERMEDIATE,415,315,100,75.90361445783132,1655.8512074031746,964,2.1142857142857143,721563.829052,
