difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
BEGINNER,9999,8969,1030,89.6989698969897,340.776302252202,16912,1.606979596387557,3523412.3034,
