difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
BEGINNER,8795,6374,2421,72.47299602046617,0.7317097583934735,22855,2.279887041104487,5297.8474,
INTERMEDIATE,8487,3270,5217,38.52951572993991,8.213907889908256,33735,3.4865443425076452,42759.8381,
EXPERT,7866,83,7783,1.0551741673023136,34.21873855421687,42761,9.096385542168674,36783.2515,
