difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
BEGINNER,8814,8071,743,91.57022918084866,269.58799120480734,15107,1.645768801883286,2411483.404061,
