difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
EXPERT,397,106,291,26.700251889168765,262.469048254717,1653,3.6226415094339623,262187.316667,
