difficulty,no. of games,wins,loss,win (%),avg. win time (m/s),no. of guesses,avg. guesses in win,total elapsed time (ms),
INTERMEDIATE,432,337,95,78.00925925925925,1717.3725633827894,969,2.0949554896142435,734875.545216,
